mode,compiler,trial,cores,batch_size,repetition,wall_time_s,peak_rss_mb
bulk,clang,trial_13,2,75,1,13.4869,86.36
bulk,gcc,trial_13,2,75,1,18.3166,123.7
bulk,gcc,trial_13,4,75,1,19.3434,628.29
bulk,gcc,trial_13,8,75,1,24.3144,390.56
bulk,clang,trial_13,4,75,1,16.1355,243.6
bulk,clang,trial_13,8,75,1,16.1767,225.2
bulk,gcc,trial_13,1,75,1,16.4235,136.65
bulk,clang,trial_13,1,75,1,13.0184,63.35
seq,gcc,trial_13,1,-,1,23.5105,142.9
seq,clang,trial_13,2,-,1,20.6548,77.0
seq,gcc,trial_13,2,-,1,28.6333,330.75
seq,clang,trial_13,4,-,1,19.6428,130.32
seq,gcc,trial_13,4,-,1,30.2527,563.39
seq,clang,trial_13,8,-,1,21.597,183.94
seq,gcc,trial_13,8,-,1,27.1098,394.53
seq,clang,trial_14,1,-,1,18.893,24.86
bulk,gcc,trial_14,2,25,1,17.3562,238.94
bulk,gcc,trial_14,4,25,1,17.6617,307.87
bulk,clang,trial_14,4,25,1,14.999,102.27
bulk,clang,trial_14,2,25,1,12.7269,81.72
bulk,gcc,trial_14,1,25,1,13.9335,198.57
bulk,clang,trial_14,1,25,1,11.7865,65.73
bulk,gcc,trial_14,8,25,1,23.2596,413.01
bulk,clang,trial_14,8,25,1,17.8534,309.82
bulk,gcc,trial_14,2,5,1,19.6713,157.66
bulk,clang,trial_14,2,5,1,16.8272,82.49
bulk,clang,trial_14,4,5,1,18.2203,91.06
bulk,clang,trial_14,1,5,1,15.7174,49.55
bulk,clang,trial_14,8,5,1,20.6723,149.43
bulk,gcc,trial_14,4,5,1,25.1032,384.35
bulk,gcc,trial_14,8,5,1,26.5188,505.99
bulk,gcc,trial_14,1,5,1,18.725,134.09
bulk,clang,trial_14,1,50,1,14.7722,57.18
bulk,clang,trial_14,8,50,1,15.2403,426.96
bulk,gcc,trial_14,8,50,1,18.6521,393.24
bulk,gcc,trial_14,1,50,1,14.2318,77.88
bulk,gcc,trial_14,2,50,1,16.2809,119.52
bulk,clang,trial_14,2,50,1,13.3587,95.77
bulk,clang,trial_14,4,50,1,15.0571,101.32
bulk,gcc,trial_14,4,50,1,19.8772,731.39
bulk,clang,trial_14,2,75,1,15.3727,90.51
bulk,gcc,trial_14,2,75,1,18.8517,363.79
bulk,gcc,trial_14,4,75,1,22.3656,851.72
bulk,gcc,trial_14,8,75,1,20.9509,680.76
bulk,clang,trial_14,4,75,1,16.247,290.04
bulk,clang,trial_14,8,75,1,19.3332,182.02
bulk,gcc,trial_14,1,75,1,15.5859,81.38
bulk,clang,trial_14,1,75,1,13.8382,53.91
seq,gcc,trial_14,1,-,1,24.364,128.86
seq,clang,trial_14,2,-,1,21.9564,67.37
seq,gcc,trial_14,2,-,1,27.2859,230.6
seq,clang,trial_14,4,-,1,19.8199,167.68
seq,gcc,trial_14,4,-,1,25.8809,210.31
seq,clang,trial_14,8,-,1,22.0074,350.47
seq,gcc,trial_14,8,-,1,25.107,874.84
seq,clang,trial_15,1,-,1,21.4334,25.55
bulk,gcc,trial_15,2,25,1,17.788,181.48
bulk,gcc,trial_15,4,25,1,18.6043,593.61
bulk,clang,trial_15,4,25,1,14.1605,148.78
bulk,clang,trial_15,2,25,1,14.2612,96.27
bulk,gcc,trial_15,1,25,1,16.4483,278.73
bulk,clang,trial_15,1,25,1,12.402,57.69
bulk,gcc,trial_15,8,25,1,19.4117,1032.75
bulk,clang,trial_15,8,25,1,19.1331,445.02
bulk,gcc,trial_15,2,5,1,20.5427,162.17
bulk,clang,trial_15,2,5,1,18.6255,73.71
bulk,clang,trial_15,4,5,1,18.1404,96.18
bulk,clang,trial_15,1,5,1,18.5824,54.94
bulk,clang,trial_15,8,5,1,19.7749,237.13
bulk,gcc,trial_15,4,5,1,22.4838,438.45
bulk,gcc,trial_15,8,5,1,24.1379,629.75
bulk,gcc,trial_15,1,5,1,19.7797,139.78
bulk,clang,trial_15,1,50,1,15.1407,28.32
bulk,clang,trial_15,8,50,1,16.2011,223.59
bulk,gcc,trial_15,8,50,1,20.394,391.22
bulk,gcc,trial_15,1,50,1,16.5325,160.1
bulk,gcc,trial_15,2,50,1,17.5881,147.86
bulk,clang,trial_15,2,50,1,14.3472,99.66
bulk,clang,trial_15,4,50,1,15.617,134.02
bulk,gcc,trial_15,4,50,1,21.3638,250.27
bulk,clang,trial_15,2,75,1,15.7112,44.13
bulk,gcc,trial_15,2,75,1,17.4482,123.7
bulk,gcc,trial_15,4,75,1,21.3744,255.74
bulk,gcc,trial_15,8,75,1,25.2828,390.56
bulk,clang,trial_15,4,75,1,16.6136,214.15
bulk,clang,trial_15,8,75,1,17.5164,405.29
bulk,gcc,trial_15,1,75,1,18.7625,218.52
bulk,clang,trial_15,1,75,1,9.7501,67.3
seq,gcc,trial_15,1,-,1,24.7263,67.66
seq,clang,trial_15,2,-,1,21.1049,59.87
seq,gcc,trial_15,2,-,1,25.6962,202.48
seq,clang,trial_15,4,-,1,18.2929,177.59
seq,gcc,trial_15,4,-,1,23.6833,463.41
seq,clang,trial_15,8,-,1,20.2229,268.0
seq,gcc,trial_15,8,-,1,29.6106,677.24
seq,clang,trial_16,1,-,1,17.7079,42.57
bulk,gcc,trial_16,2,25,1,17.0637,234.88
bulk,gcc,trial_16,4,25,1,20.3169,537.68
bulk,clang,trial_16,4,25,1,15.1754,142.55
bulk,clang,trial_16,2,25,1,14.4709,105.02
bulk,gcc,trial_16,1,25,1,15.0722,165.46
bulk,clang,trial_16,1,25,1,13.1187,73.33
bulk,gcc,trial_16,8,25,1,23.5463,512.49
bulk,clang,trial_16,8,25,1,17.8898,228.43
bulk,gcc,trial_16,2,5,1,19.9637,186.95
bulk,clang,trial_16,2,5,1,17.8686,85.19
bulk,clang,trial_16,4,5,1,16.5294,80.42
bulk,clang,trial_16,1,5,1,17.0015,41.96
bulk,clang,trial_16,8,5,1,19.7242,311.25
bulk,gcc,trial_16,4,5,1,24.0825,523.93
bulk,gcc,trial_16,8,5,1,25.2301,491.7
bulk,gcc,trial_16,1,5,1,21.8781,112.98
bulk,clang,trial_16,1,50,1,13.0312,88.77
bulk,clang,trial_16,8,50,1,17.8958,258.17
bulk,gcc,trial_16,8,50,1,24.5212,1181.08
bulk,gcc,trial_16,1,50,1,17.3217,164.71
bulk,gcc,trial_16,2,50,1,18.3746,207.87
bulk,clang,trial_16,2,50,1,13.2445,122.32
bulk,clang,trial_16,4,50,1,15.0281,144.83
bulk,gcc,trial_16,4,50,1,19.4088,942.51
bulk,clang,trial_16,2,75,1,15.294,82.12
bulk,gcc,trial_16,2,75,1,18.0823,313.99
bulk,gcc,trial_16,4,75,1,21.5282,255.74
bulk,gcc,trial_16,8,75,1,23.4262,700.57
bulk,clang,trial_16,4,75,1,14.8229,157.0
bulk,clang,trial_16,8,75,1,18.4323,530.48
bulk,gcc,trial_16,1,75,1,16.07,197.54
bulk,clang,trial_16,1,75,1,11.7082,59.03
seq,gcc,trial_16,1,-,1,25.9183,67.66
seq,clang,trial_16,2,-,1,19.1074,76.23
seq,gcc,trial_16,2,-,1,22.076,149.18
seq,clang,trial_16,4,-,1,20.1904,71.46
seq,gcc,trial_16,4,-,1,24.8962,432.89
seq,clang,trial_16,8,-,1,22.2534,167.11
seq,gcc,trial_16,8,-,1,27.8382,739.08
seq,clang,trial_17,1,-,1,21.9922,61.3
bulk,gcc,trial_17,2,25,1,18.3457,287.08
bulk,gcc,trial_17,4,25,1,17.2653,258.82
bulk,clang,trial_17,4,25,1,13.983,153.66
bulk,clang,trial_17,2,25,1,14.969,69.91
bulk,gcc,trial_17,1,25,1,15.5112,103.06
bulk,clang,trial_17,1,25,1,11.0636,76.81
bulk,gcc,trial_17,8,25,1,21.7717,1528.27
bulk,clang,trial_17,8,25,1,19.1683,274.23
bulk,gcc,trial_17,2,5,1,18.4023,359.84
bulk,clang,trial_17,2,5,1,16.6299,62.2
bulk,clang,trial_17,4,5,1,17.8009,142.13
bulk,clang,trial_17,1,5,1,15.2896,40.09
bulk,clang,trial_17,8,5,1,19.3922,304.58
bulk,gcc,trial_17,4,5,1,24.1551,352.75
bulk,gcc,trial_17,8,5,1,22.9961,904.55
bulk,gcc,trial_17,1,5,1,20.6982,174.53
bulk,clang,trial_17,1,50,1,12.4922,54.95
bulk,clang,trial_17,8,50,1,16.4127,501.52
bulk,gcc,trial_17,8,50,1,19.0543,862.98
bulk,gcc,trial_17,1,50,1,14.591,171.07
bulk,gcc,trial_17,2,50,1,18.8973,119.52
bulk,clang,trial_17,2,50,1,13.8738,67.21
bulk,clang,trial_17,4,50,1,16.5222,146.47
bulk,gcc,trial_17,4,50,1,17.3818,333.95
bulk,clang,trial_17,2,75,1,15.7808,113.09
bulk,gcc,trial_17,2,75,1,19.6052,145.1
bulk,gcc,trial_17,4,75,1,19.7418,839.35
bulk,gcc,trial_17,8,75,1,20.1191,657.47
bulk,clang,trial_17,4,75,1,14.6463,104.25
bulk,clang,trial_17,8,75,1,18.9308,423.73
bulk,gcc,trial_17,1,75,1,16.4673,198.96
bulk,clang,trial_17,1,75,1,14.2402,71.02
seq,gcc,trial_17,1,-,1,24.2442,119.34
seq,clang,trial_17,2,-,1,18.306,78.61
seq,gcc,trial_17,2,-,1,24.3972,91.0
seq,clang,trial_17,4,-,1,18.8695,144.22
seq,gcc,trial_17,4,-,1,27.2817,645.29
seq,clang,trial_17,8,-,1,19.9635,211.16
seq,gcc,trial_17,8,-,1,24.7055,320.73
seq,clang,trial_18,1,-,1,19.5416,51.03
bulk,gcc,trial_18,2,25,1,18.0017,115.93
bulk,gcc,trial_18,4,25,1,18.1438,820.69
bulk,clang,trial_18,4,25,1,13.9742,215.14
bulk,clang,trial_18,2,25,1,14.6589,87.97
bulk,gcc,trial_18,1,25,1,14.5222,178.75
bulk,clang,trial_18,1,25,1,11.9164,51.05
bulk,gcc,trial_18,8,25,1,21.7853,518.15
bulk,clang,trial_18,8,25,1,17.5456,323.26
bulk,gcc,trial_18,2,5,1,19.4896,169.65
bulk,clang,trial_18,2,5,1,16.3519,54.76
bulk,clang,trial_18,4,5,1,16.4952,124.75
bulk,clang,trial_18,1,5,1,15.3962,21.92
bulk,clang,trial_18,8,5,1,20.1694,351.72
bulk,gcc,trial_18,4,5,1,23.9634,467.93
bulk,gcc,trial_18,8,5,1,21.2761,718.44
bulk,gcc,trial_18,1,5,1,18.5538,216.66
bulk,clang,trial_18,1,50,1,12.0565,68.17
bulk,clang,trial_18,8,50,1,16.024,256.94
bulk,gcc,trial_18,8,50,1,20.6793,1062.47
bulk,gcc,trial_18,1,50,1,16.5252,168.84
bulk,gcc,trial_18,2,50,1,15.4892,390.41
bulk,clang,trial_18,2,50,1,12.9534,123.76
bulk,clang,trial_18,4,50,1,16.9116,201.71
bulk,gcc,trial_18,4,50,1,21.9705,250.27
bulk,clang,trial_18,2,75,1,17.2075,91.89
bulk,gcc,trial_18,2,75,1,19.2918,135.47
bulk,gcc,trial_18,4,75,1,19.893,273.44
bulk,gcc,trial_18,8,75,1,21.1135,786.83
bulk,clang,trial_18,4,75,1,15.4442,278.77
bulk,clang,trial_18,8,75,1,18.058,387.11
bulk,gcc,trial_18,1,75,1,15.9259,288.28
bulk,clang,trial_18,1,75,1,12.0323,67.23
seq,gcc,trial_18,1,-,1,20.3021,94.16
seq,clang,trial_18,2,-,1,20.5559,68.45
seq,gcc,trial_18,2,-,1,30.9698,408.43
seq,clang,trial_18,4,-,1,16.9701,85.59
seq,gcc,trial_18,4,-,1,25.3903,810.15
seq,clang,trial_18,8,-,1,22.6014,314.95
seq,gcc,trial_18,8,-,1,22.3386,371.82
seq,clang,trial_19,1,-,1,14.714,22.14
bulk,gcc,trial_19,2,25,1,18.4473,321.91
bulk,gcc,trial_19,4,25,1,17.9694,543.96
bulk,clang,trial_19,4,25,1,16.8684,182.83
bulk,clang,trial_19,2,25,1,13.6979,99.57
bulk,gcc,trial_19,1,25,1,16.7564,172.58
bulk,clang,trial_19,1,25,1,12.3681,47.26
bulk,gcc,trial_19,8,25,1,21.7661,592.33
bulk,clang,trial_19,8,25,1,19.3456,419.77
bulk,gcc,trial_19,2,5,1,23.5783,356.71
bulk,clang,trial_19,2,5,1,19.0109,90.32
bulk,clang,trial_19,4,5,1,17.4011,128.69
bulk,clang,trial_19,1,5,1,20.0604,36.6
bulk,clang,trial_19,8,5,1,18.4107,231.99
bulk,gcc,trial_19,4,5,1,23.177,484.54
bulk,gcc,trial_19,8,5,1,25.5887,584.57
bulk,gcc,trial_19,1,5,1,17.1669,144.8
bulk,clang,trial_19,1,50,1,14.4688,57.27
bulk,clang,trial_19,8,50,1,17.4192,416.37
bulk,gcc,trial_19,8,50,1,24.4194,757.69
bulk,gcc,trial_19,1,50,1,13.8867,130.3
bulk,gcc,trial_19,2,50,1,17.7086,119.52
bulk,clang,trial_19,2,50,1,15.14,83.85
bulk,clang,trial_19,4,50,1,15.7694,174.35
bulk,gcc,trial_19,4,50,1,19.6504,887.49
bulk,clang,trial_19,2,75,1,13.6789,77.07
bulk,gcc,trial_19,2,75,1,18.4762,357.12
bulk,gcc,trial_19,4,75,1,20.0049,314.77
bulk,gcc,trial_19,8,75,1,22.9994,1004.66
bulk,clang,trial_19,4,75,1,16.6449,168.64
bulk,clang,trial_19,8,75,1,17.7374,310.45
bulk,gcc,trial_19,1,75,1,13.9169,167.5
bulk,clang,trial_19,1,75,1,14.0056,41.34
seq,gcc,trial_19,1,-,1,22.8984,80.23
seq,clang,trial_19,2,-,1,22.0162,64.6
seq,gcc,trial_19,2,-,1,26.4409,106.12
seq,clang,trial_19,4,-,1,19.3927,109.44
seq,gcc,trial_19,4,-,1,21.1102,438.05
seq,clang,trial_19,8,-,1,21.7413,142.41
seq,gcc,trial_19,8,-,1,25.0404,503.31
seq,clang,trial_20,1,-,1,17.7251,40.61
bulk,gcc,trial_20,2,25,1,15.7119,260.35
bulk,gcc,trial_20,4,25,1,21.9605,258.82
bulk,clang,trial_20,4,25,1,15.012,254.0
bulk,clang,trial_20,2,25,1,14.1346,85.54
bulk,gcc,trial_20,1,25,1,14.6484,177.14
bulk,clang,trial_20,1,25,1,12.8732,63.64
bulk,gcc,trial_20,8,25,1,18.8428,1288.58
bulk,clang,trial_20,8,25,1,17.3424,399.33
bulk,gcc,trial_20,2,5,1,20.3905,92.84
bulk,clang,trial_20,2,5,1,16.436,64.29
bulk,clang,trial_20,4,5,1,16.4484,163.32
bulk,clang,trial_20,1,5,1,18.0943,46.04
bulk,clang,trial_20,8,5,1,18.5048,263.97
bulk,gcc,trial_20,4,5,1,23.8569,605.7
bulk,gcc,trial_20,8,5,1,23.0339,621.68
bulk,gcc,trial_20,1,5,1,18.8581,140.33
bulk,clang,trial_20,1,50,1,14.4346,28.32
bulk,clang,trial_20,8,50,1,17.7965,314.36
bulk,gcc,trial_20,8,50,1,17.2838,907.46
bulk,gcc,trial_20,1,50,1,15.6691,172.52
bulk,gcc,trial_20,2,50,1,16.1292,524.97
bulk,clang,trial_20,2,50,1,14.2877,90.91
bulk,clang,trial_20,4,50,1,16.6233,194.14
bulk,gcc,trial_20,4,50,1,21.6922,776.59
bulk,clang,trial_20,2,75,1,11.9794,116.13
bulk,gcc,trial_20,2,75,1,17.7332,284.64
bulk,gcc,trial_20,4,75,1,21.605,368.62
bulk,gcc,trial_20,8,75,1,22.2414,1062.95
bulk,clang,trial_20,4,75,1,15.2479,217.33
bulk,clang,trial_20,8,75,1,15.5472,251.2
bulk,gcc,trial_20,1,75,1,14.3605,185.94
bulk,clang,trial_20,1,75,1,17.9947,56.35
seq,gcc,trial_20,1,-,1,23.9604,132.29
seq,clang,trial_20,2,-,1,21.4543,75.6
seq,gcc,trial_20,2,-,1,23.2182,271.28
seq,clang,trial_20,4,-,1,19.2415,186.77
seq,gcc,trial_20,4,-,1,21.7865,210.31
seq,clang,trial_20,8,-,1,21.8388,142.41
seq,gcc,trial_20,8,-,1,26.2699,749.45
seq,clang,trial_21,1,-,1,20.0206,49.48
bulk,gcc,trial_21,2,25,1,18.2588,282.72
bulk,gcc,trial_21,4,25,1,19.405,512.49
bulk,clang,trial_21,4,25,1,18.2909,237.68
bulk,clang,trial_21,2,25,1,14.6385,96.8
bulk,gcc,trial_21,1,25,1,14.9157,179.56
bulk,clang,trial_21,1,25,1,12.7281,68.54
bulk,gcc,trial_21,8,25,1,19.9377,413.01
bulk,clang,trial_21,8,25,1,17.1621,403.66
bulk,gcc,trial_21,2,5,1,25.9769,271.95
bulk,clang,trial_21,2,5,1,15.9434,72.34
bulk,clang,trial_21,4,5,1,15.7171,128.74
bulk,clang,trial_21,1,5,1,14.9276,26.05
bulk,clang,trial_21,8,5,1,19.7503,313.99
bulk,gcc,trial_21,4,5,1,22.4636,471.56
bulk,gcc,trial_21,8,5,1,27.4697,716.18
bulk,gcc,trial_21,1,5,1,19.5032,165.74
bulk,clang,trial_21,1,50,1,10.2517,69.66
bulk,clang,trial_21,8,50,1,16.7867,290.08
bulk,gcc,trial_21,8,50,1,21.9046,1449.05
bulk,gcc,trial_21,1,50,1,14.7878,199.01
bulk,gcc,trial_21,2,50,1,18.4166,119.52
bulk,clang,trial_21,2,50,1,15.3244,82.81
bulk,clang,trial_21,4,50,1,14.0994,131.31
bulk,gcc,trial_21,4,50,1,18.9014,641.04
bulk,clang,trial_21,2,75,1,13.4848,113.19
bulk,gcc,trial_21,2,75,1,18.391,153.68
bulk,gcc,trial_21,4,75,1,18.5595,557.18
bulk,gcc,trial_21,8,75,1,17.4942,390.56
bulk,clang,trial_21,4,75,1,14.6918,226.54
bulk,clang,trial_21,8,75,1,17.695,366.1
bulk,gcc,trial_21,1,75,1,15.5935,81.38
bulk,clang,trial_21,1,75,1,12.3826,32.37
seq,gcc,trial_21,1,-,1,25.9432,134.91
seq,clang,trial_21,2,-,1,19.771,73.02
seq,gcc,trial_21,2,-,1,25.9604,202.4
seq,clang,trial_21,4,-,1,19.8064,111.38
seq,gcc,trial_21,4,-,1,23.0743,497.05
seq,clang,trial_21,8,-,1,23.0385,377.92
seq,gcc,trial_21,8,-,1,24.9538,836.97
seq,clang,trial_22,1,-,1,18.922,49.91
bulk,gcc,trial_22,2,25,1,17.2501,247.83
bulk,gcc,trial_22,4,25,1,23.271,699.69
bulk,clang,trial_22,4,25,1,16.7243,129.59
bulk,clang,trial_22,2,25,1,13.3026,91.46
bulk,gcc,trial_22,1,25,1,16.7919,158.04
bulk,clang,trial_22,1,25,1,14.3284,45.21
bulk,gcc,trial_22,8,25,1,24.0543,1241.9
bulk,clang,trial_22,8,25,1,16.5233,394.56
bulk,gcc,trial_22,2,5,1,21.2658,271.39
bulk,clang,trial_22,2,5,1,16.4712,78.14
bulk,clang,trial_22,4,5,1,17.6163,68.24
bulk,clang,trial_22,1,5,1,13.3523,45.22
bulk,clang,trial_22,8,5,1,19.0284,377.4
bulk,gcc,trial_22,4,5,1,23.1881,206.38
bulk,gcc,trial_22,8,5,1,24.26,378.22
bulk,gcc,trial_22,1,5,1,19.7604,112.75
bulk,clang,trial_22,1,50,1,13.4555,32.1
bulk,clang,trial_22,8,50,1,16.4477,182.32
bulk,gcc,trial_22,8,50,1,25.7598,391.22
bulk,gcc,trial_22,1,50,1,14.6287,103.3
bulk,gcc,trial_22,2,50,1,17.0757,180.36
bulk,clang,trial_22,2,50,1,14.9361,99.62
bulk,clang,trial_22,4,50,1,15.6153,140.03
bulk,gcc,trial_22,4,50,1,20.0711,789.48
bulk,clang,trial_22,2,75,1,14.2815,93.36
bulk,gcc,trial_22,2,75,1,15.7864,314.78
bulk,gcc,trial_22,4,75,1,20.4525,769.71
bulk,gcc,trial_22,8,75,1,16.0318,789.24
bulk,clang,trial_22,4,75,1,15.1906,188.8
bulk,clang,trial_22,8,75,1,16.7105,382.79
bulk,gcc,trial_22,1,75,1,16.7822,164.66
bulk,clang,trial_22,1,75,1,12.4052,50.56
seq,gcc,trial_22,1,-,1,23.4421,136.37
seq,clang,trial_22,2,-,1,18.7574,53.34
seq,gcc,trial_22,2,-,1,27.8511,91.0
seq,clang,trial_22,4,-,1,19.0637,71.79
seq,gcc,trial_22,4,-,1,25.0618,210.31
seq,clang,trial_22,8,-,1,20.8971,204.84
seq,gcc,trial_22,8,-,1,22.5323,730.74
seq,clang,trial_23,1,-,1,22.1926,48.89
bulk,gcc,trial_23,2,25,1,18.0409,115.93
bulk,gcc,trial_23,4,25,1,19.8684,614.58
bulk,clang,trial_23,4,25,1,14.3313,222.18
bulk,clang,trial_23,2,25,1,13.9282,95.84
bulk,gcc,trial_23,1,25,1,15.1955,142.19
bulk,clang,trial_23,1,25,1,13.2702,59.15
bulk,gcc,trial_23,8,25,1,22.1459,413.01
bulk,clang,trial_23,8,25,1,16.9124,342.69
bulk,gcc,trial_23,2,5,1,18.3191,269.72
bulk,clang,trial_23,2,5,1,17.4376,74.66
bulk,clang,trial_23,4,5,1,15.9575,168.48
bulk,clang,trial_23,1,5,1,15.8497,63.85
bulk,clang,trial_23,8,5,1,19.6225,179.71
bulk,gcc,trial_23,4,5,1,24.0122,314.59
bulk,gcc,trial_23,8,5,1,22.5658,556.51
bulk,gcc,trial_23,1,5,1,19.8424,140.07
bulk,clang,trial_23,1,50,1,14.0368,63.57
bulk,clang,trial_23,8,50,1,16.783,236.31
bulk,gcc,trial_23,8,50,1,20.063,904.0
bulk,gcc,trial_23,1,50,1,16.8805,234.94
bulk,gcc,trial_23,2,50,1,16.0804,242.05
bulk,clang,trial_23,2,50,1,13.777,88.96
bulk,clang,trial_23,4,50,1,15.4062,152.43
bulk,gcc,trial_23,4,50,1,19.6208,333.13
bulk,clang,trial_23,2,75,1,14.686,104.9
bulk,gcc,trial_23,2,75,1,19.957,171.13
bulk,gcc,trial_23,4,75,1,18.0766,447.01
bulk,gcc,trial_23,8,75,1,19.7903,1139.57
bulk,clang,trial_23,4,75,1,14.696,184.63
bulk,clang,trial_23,8,75,1,15.7916,325.34
bulk,gcc,trial_23,1,75,1,16.0492,254.55
bulk,clang,trial_23,1,75,1,11.7936,56.9
seq,gcc,trial_23,1,-,1,19.946,75.9
seq,clang,trial_23,2,-,1,18.5398,65.2
seq,gcc,trial_23,2,-,1,26.049,232.1
seq,clang,trial_23,4,-,1,16.7412,167.97
seq,gcc,trial_23,4,-,1,23.3812,817.46
seq,clang,trial_23,8,-,1,21.3498,293.09
seq,gcc,trial_23,8,-,1,24.8977,610.65
seq,clang,trial_24,1,-,1,19.633,33.25
bulk,gcc,trial_24,2,25,1,18.7407,255.29
bulk,gcc,trial_24,4,25,1,21.1571,488.2
bulk,clang,trial_24,4,25,1,15.7582,126.9
bulk,clang,trial_24,2,25,1,17.6103,82.38
bulk,gcc,trial_24,1,25,1,15.2341,212.74
bulk,clang,trial_24,1,25,1,14.5262,40.4
bulk,gcc,trial_24,8,25,1,18.4692,413.01
bulk,clang,trial_24,8,25,1,16.5903,280.02
bulk,gcc,trial_24,2,5,1,21.257,266.88
bulk,clang,trial_24,2,5,1,18.3296,67.33
bulk,clang,trial_24,4,5,1,17.5258,170.31
bulk,clang,trial_24,1,5,1,18.5107,41.4
bulk,clang,trial_24,8,5,1,18.1653,351.69
bulk,gcc,trial_24,4,5,1,25.4209,312.45
bulk,gcc,trial_24,8,5,1,27.1848,1314.2
bulk,gcc,trial_24,1,5,1,19.5879,69.35
bulk,clang,trial_24,1,50,1,11.8263,49.41
bulk,clang,trial_24,8,50,1,18.0014,205.99
bulk,gcc,trial_24,8,50,1,26.1766,1688.57
bulk,gcc,trial_24,1,50,1,14.7266,77.88
bulk,gcc,trial_24,2,50,1,17.6098,286.65
bulk,clang,trial_24,2,50,1,15.7899,107.45
bulk,clang,trial_24,4,50,1,15.1104,82.88
bulk,gcc,trial_24,4,50,1,20.9912,684.01
bulk,clang,trial_24,2,75,1,13.88,91.67
bulk,gcc,trial_24,2,75,1,18.289,206.45
bulk,gcc,trial_24,4,75,1,17.8793,565.88
bulk,gcc,trial_24,8,75,1,18.5868,1272.58
bulk,clang,trial_24,4,75,1,14.6356,212.29
bulk,clang,trial_24,8,75,1,16.5137,393.08
bulk,gcc,trial_24,1,75,1,15.502,191.49
bulk,clang,trial_24,1,75,1,11.6397,33.22
seq,gcc,trial_24,1,-,1,23.5435,115.39
seq,clang,trial_24,2,-,1,17.4369,63.52
seq,gcc,trial_24,2,-,1,22.0971,185.54
seq,clang,trial_24,4,-,1,18.5968,139.71
seq,gcc,trial_24,4,-,1,30.5722,439.36
seq,clang,trial_24,8,-,1,21.4182,335.68
seq,gcc,trial_24,8,-,1,24.9547,428.81
seq,clang,trial_25,1,-,1,21.2541,58.24
bulk,gcc,trial_25,2,25,1,14.4972,204.9
bulk,gcc,trial_25,4,25,1,19.391,366.8
bulk,clang,trial_25,4,25,1,16.3603,138.79
bulk,clang,trial_25,2,25,1,14.8187,84.29
bulk,gcc,trial_25,1,25,1,15.2706,200.53
bulk,clang,trial_25,1,25,1,12.0061,50.06
bulk,gcc,trial_25,8,25,1,19.4568,413.01
bulk,clang,trial_25,8,25,1,18.5475,388.45
bulk,gcc,trial_25,2,5,1,19.5133,92.84
bulk,clang,trial_25,2,5,1,20.0681,66.84
bulk,clang,trial_25,4,5,1,15.7183,154.41
bulk,clang,trial_25,1,5,1,14.9955,39.03
bulk,clang,trial_25,8,5,1,20.2165,369.87
bulk,gcc,trial_25,4,5,1,22.27,626.98
bulk,gcc,trial_25,8,5,1,23.221,545.98
bulk,gcc,trial_25,1,5,1,20.0082,117.45
bulk,clang,trial_25,1,50,1,13.6131,60.14
bulk,clang,trial_25,8,50,1,16.7079,373.76
bulk,gcc,trial_25,8,50,1,20.5177,520.28
bulk,gcc,trial_25,1,50,1,15.4945,198.35
bulk,gcc,trial_25,2,50,1,18.1781,397.92
bulk,clang,trial_25,2,50,1,16.0522,94.75
bulk,clang,trial_25,4,50,1,14.761,128.0
bulk,gcc,trial_25,4,50,1,20.5569,686.98
bulk,clang,trial_25,2,75,1,15.9957,65.11
bulk,gcc,trial_25,2,75,1,19.1112,376.77
bulk,gcc,trial_25,4,75,1,24.0924,533.47
bulk,gcc,trial_25,8,75,1,21.3785,390.56
bulk,clang,trial_25,4,75,1,14.7123,103.22
bulk,clang,trial_25,8,75,1,16.1742,271.88
bulk,gcc,trial_25,1,75,1,13.7593,152.42
bulk,clang,trial_25,1,75,1,13.2635,61.36
seq,gcc,trial_25,1,-,1,23.9218,181.52
seq,clang,trial_25,2,-,1,21.4737,56.8
seq,gcc,trial_25,2,-,1,24.7199,91.0
seq,clang,trial_25,4,-,1,17.6871,149.13
seq,gcc,trial_25,4,-,1,25.2916,733.17
seq,clang,trial_25,8,-,1,23.7931,317.41
seq,gcc,trial_25,8,-,1,24.8607,574.22
seq,clang,trial_26,1,-,1,19.6057,51.73
bulk,gcc,trial_26,2,25,1,17.0317,291.11
bulk,gcc,trial_26,4,25,1,19.5663,752.54
bulk,clang,trial_26,4,25,1,16.509,268.25
bulk,clang,trial_26,2,25,1,13.7869,74.54
bulk,gcc,trial_26,1,25,1,13.4321,151.05
bulk,clang,trial_26,1,25,1,11.1696,27.25
bulk,gcc,trial_26,8,25,1,20.8543,413.01
bulk,clang,trial_26,8,25,1,18.5358,498.59
bulk,gcc,trial_26,2,5,1,21.1678,207.59
bulk,clang,trial_26,2,5,1,15.1647,76.16
bulk,clang,trial_26,4,5,1,15.9699,88.85
bulk,clang,trial_26,1,5,1,13.3027,60.6
bulk,clang,trial_26,8,5,1,17.0864,201.66
bulk,gcc,trial_26,4,5,1,22.7052,453.73
bulk,gcc,trial_26,8,5,1,24.1047,694.9
bulk,gcc,trial_26,1,5,1,18.5361,160.22
