mode,compiler,trial,cores,batch_size,repetition,wall_time_s,peak_rss_mb
bulk,clang,trial_26,1,50,1,13.1341,30.83
bulk,clang,trial_26,8,50,1,19.0746,329.56
bulk,gcc,trial_26,8,50,1,23.4142,391.22
bulk,gcc,trial_26,1,50,1,14.136,127.88
bulk,gcc,trial_26,2,50,1,16.9616,369.28
bulk,clang,trial_26,2,50,1,12.006,98.78
bulk,clang,trial_26,4,50,1,14.4519,186.61
bulk,gcc,trial_26,4,50,1,20.5073,361.01
bulk,clang,trial_26,2,75,1,16.7641,86.9
bulk,gcc,trial_26,2,75,1,19.3624,123.7
bulk,gcc,trial_26,4,75,1,19.7302,522.37
bulk,gcc,trial_26,8,75,1,21.8104,641.53
bulk,clang,trial_26,4,75,1,14.7069,91.8
bulk,clang,trial_26,8,75,1,16.7573,274.18
bulk,gcc,trial_26,1,75,1,15.4973,214.49
bulk,clang,trial_26,1,75,1,15.8491,59.17
seq,gcc,trial_26,1,-,1,26.253,163.56
seq,clang,trial_26,2,-,1,21.011,74.38
seq,gcc,trial_26,2,-,1,24.8232,151.43
seq,clang,trial_26,4,-,1,19.7468,238.13
seq,gcc,trial_26,4,-,1,27.1464,776.89
seq,clang,trial_26,8,-,1,19.1415,307.77
seq,gcc,trial_26,8,-,1,26.2576,803.43
seq,clang,trial_27,1,-,1,17.1453,22.14
bulk,gcc,trial_27,2,25,1,15.484,185.15
bulk,gcc,trial_27,4,25,1,23.8029,566.51
bulk,clang,trial_27,4,25,1,13.7467,192.02
bulk,clang,trial_27,2,25,1,13.6892,93.96
bulk,gcc,trial_27,1,25,1,15.3075,104.02
bulk,clang,trial_27,1,25,1,12.3586,64.84
bulk,gcc,trial_27,8,25,1,22.1361,1349.43
bulk,clang,trial_27,8,25,1,16.5728,431.82
bulk,gcc,trial_27,2,5,1,21.7703,202.29
bulk,clang,trial_27,2,5,1,18.6145,73.39
bulk,clang,trial_27,4,5,1,17.2604,163.49
bulk,clang,trial_27,1,5,1,17.4265,52.81
bulk,clang,trial_27,8,5,1,20.8437,341.39
bulk,gcc,trial_27,4,5,1,22.0124,832.57
bulk,gcc,trial_27,8,5,1,23.6329,828.61
bulk,gcc,trial_27,1,5,1,18.9175,66.18
bulk,clang,trial_27,1,50,1,11.6937,58.33
bulk,clang,trial_27,8,50,1,18.0992,370.3
bulk,gcc,trial_27,8,50,1,23.2678,1191.43
bulk,gcc,trial_27,1,50,1,17.1644,157.59
bulk,gcc,trial_27,2,50,1,18.0785,215.36
bulk,clang,trial_27,2,50,1,13.0696,121.23
bulk,clang,trial_27,4,50,1,14.3247,164.33
bulk,gcc,trial_27,4,50,1,20.6782,250.27
bulk,clang,trial_27,2,75,1,15.1873,83.08
bulk,gcc,trial_27,2,75,1,18.4411,209.52
bulk,gcc,trial_27,4,75,1,17.4172,559.1
bulk,gcc,trial_27,8,75,1,21.895,1164.81
bulk,clang,trial_27,4,75,1,15.6161,91.8
bulk,clang,trial_27,8,75,1,18.8549,443.38
bulk,gcc,trial_27,1,75,1,16.9397,195.73
bulk,clang,trial_27,1,75,1,11.9173,60.03
seq,gcc,trial_27,1,-,1,23.6105,272.43
seq,clang,trial_27,2,-,1,19.6078,61.05
seq,gcc,trial_27,2,-,1,24.8035,312.19
seq,clang,trial_27,4,-,1,18.4773,71.46
seq,gcc,trial_27,4,-,1,28.6008,503.6
seq,clang,trial_27,8,-,1,20.3566,354.59
seq,gcc,trial_27,8,-,1,23.5041,320.73
seq,clang,trial_28,1,-,1,21.615,37.38
bulk,gcc,trial_28,2,25,1,18.6156,238.19
bulk,gcc,trial_28,4,25,1,21.4645,553.46
bulk,clang,trial_28,4,25,1,12.8877,214.35
bulk,clang,trial_28,2,25,1,13.5648,103.39
bulk,gcc,trial_28,1,25,1,16.2063,240.83
bulk,clang,trial_28,1,25,1,12.6968,26.9
bulk,gcc,trial_28,8,25,1,21.0906,1065.23
bulk,clang,trial_28,8,25,1,17.4618,313.89
bulk,gcc,trial_28,2,5,1,24.3216,176.43
bulk,clang,trial_28,2,5,1,18.4254,76.82
bulk,clang,trial_28,4,5,1,15.1411,99.2
bulk,clang,trial_28,1,5,1,15.9286,47.6
bulk,clang,trial_28,8,5,1,18.2144,192.68
bulk,gcc,trial_28,4,5,1,20.9958,330.92
bulk,gcc,trial_28,8,5,1,22.0518,458.76
bulk,gcc,trial_28,1,5,1,23.4452,144.66
bulk,clang,trial_28,1,50,1,11.6414,57.14
bulk,clang,trial_28,8,50,1,19.1309,427.26
bulk,gcc,trial_28,8,50,1,21.576,391.22
bulk,gcc,trial_28,1,50,1,13.5565,141.93
bulk,gcc,trial_28,2,50,1,17.8297,119.52
bulk,clang,trial_28,2,50,1,12.4703,96.57
bulk,clang,trial_28,4,50,1,13.4993,92.25
bulk,gcc,trial_28,4,50,1,20.172,641.99
bulk,clang,trial_28,2,75,1,14.705,105.51
bulk,gcc,trial_28,2,75,1,20.0014,369.12
bulk,gcc,trial_28,4,75,1,19.6073,946.16
bulk,gcc,trial_28,8,75,1,25.0803,1142.57
bulk,clang,trial_28,4,75,1,14.7656,213.73
bulk,clang,trial_28,8,75,1,15.0087,336.46
bulk,gcc,trial_28,1,75,1,12.6516,139.16
bulk,clang,trial_28,1,75,1,14.3064,53.99
seq,gcc,trial_28,1,-,1,27.6101,137.43
seq,clang,trial_28,2,-,1,20.1448,67.68
seq,gcc,trial_28,2,-,1,26.4417,183.35
seq,clang,trial_28,4,-,1,21.18,232.02
seq,gcc,trial_28,4,-,1,26.4909,210.31
seq,clang,trial_28,8,-,1,21.8616,414.61
seq,gcc,trial_28,8,-,1,26.9591,752.56
seq,clang,trial_29,1,-,1,21.618,64.4
bulk,gcc,trial_29,2,25,1,15.0001,411.15
bulk,gcc,trial_29,4,25,1,21.3924,644.83
bulk,clang,trial_29,4,25,1,14.5384,189.46
bulk,clang,trial_29,2,25,1,14.6943,74.31
bulk,gcc,trial_29,1,25,1,17.1584,174.78
bulk,clang,trial_29,1,25,1,14.9814,65.27
bulk,gcc,trial_29,8,25,1,21.3833,875.2
bulk,clang,trial_29,8,25,1,18.6141,364.54
bulk,gcc,trial_29,2,5,1,22.7268,130.76
bulk,clang,trial_29,2,5,1,15.6912,69.13
bulk,clang,trial_29,4,5,1,15.1859,106.76
bulk,clang,trial_29,1,5,1,17.0305,26.83
bulk,clang,trial_29,8,5,1,17.7087,360.38
bulk,gcc,trial_29,4,5,1,21.9174,421.24
bulk,gcc,trial_29,8,5,1,21.4272,335.29
bulk,gcc,trial_29,1,5,1,19.7366,197.57
bulk,clang,trial_29,1,50,1,13.7057,28.77
bulk,clang,trial_29,8,50,1,18.0442,454.34
bulk,gcc,trial_29,8,50,1,23.1208,391.22
bulk,gcc,trial_29,1,50,1,15.7813,254.93
bulk,gcc,trial_29,2,50,1,16.7749,291.75
bulk,clang,trial_29,2,50,1,13.2563,76.36
bulk,clang,trial_29,4,50,1,15.0255,213.23
bulk,gcc,trial_29,4,50,1,22.3847,305.72
bulk,clang,trial_29,2,75,1,13.8435,74.43
bulk,gcc,trial_29,2,75,1,15.8015,334.42
bulk,gcc,trial_29,4,75,1,22.812,824.78
bulk,gcc,trial_29,8,75,1,20.7813,1294.76
bulk,clang,trial_29,4,75,1,16.0372,164.95
bulk,clang,trial_29,8,75,1,17.5508,335.29
bulk,gcc,trial_29,1,75,1,16.2766,280.2
bulk,clang,trial_29,1,75,1,11.6468,40.0
seq,gcc,trial_29,1,-,1,26.1577,141.33
seq,clang,trial_29,2,-,1,17.0545,62.07
seq,gcc,trial_29,2,-,1,23.9465,134.81
seq,clang,trial_29,4,-,1,19.8761,200.05
seq,gcc,trial_29,4,-,1,25.4942,470.42
seq,clang,trial_29,8,-,1,20.0489,385.64
seq,gcc,trial_29,8,-,1,28.5117,581.32
seq,clang,trial_30,1,-,1,18.5003,75.7
bulk,gcc,trial_30,2,25,1,19.1122,139.17
bulk,gcc,trial_30,4,25,1,17.4663,466.74
bulk,clang,trial_30,4,25,1,16.482,147.01
bulk,clang,trial_30,2,25,1,13.8375,86.84
bulk,gcc,trial_30,1,25,1,17.0468,241.27
bulk,clang,trial_30,1,25,1,11.5452,50.57
bulk,gcc,trial_30,8,25,1,21.3794,593.67
bulk,clang,trial_30,8,25,1,16.5253,420.21
bulk,gcc,trial_30,2,5,1,22.0786,253.29
bulk,clang,trial_30,2,5,1,19.0289,71.66
bulk,clang,trial_30,4,5,1,17.7184,123.28
bulk,clang,trial_30,1,5,1,16.36,48.36
bulk,clang,trial_30,8,5,1,19.0905,188.7
bulk,gcc,trial_30,4,5,1,25.6883,453.16
bulk,gcc,trial_30,8,5,1,21.6485,335.29
bulk,gcc,trial_30,1,5,1,20.2667,160.94
bulk,clang,trial_30,1,50,1,14.6625,77.48
bulk,clang,trial_30,8,50,1,17.2588,431.65
bulk,gcc,trial_30,8,50,1,18.9378,877.99
bulk,gcc,trial_30,1,50,1,17.1406,132.02
bulk,gcc,trial_30,2,50,1,17.826,265.14
bulk,clang,trial_30,2,50,1,14.4376,123.17
bulk,clang,trial_30,4,50,1,14.5023,228.0
bulk,gcc,trial_30,4,50,1,18.1259,363.06
bulk,clang,trial_30,2,75,1,13.5343,88.3
bulk,gcc,trial_30,2,75,1,17.6644,322.09
bulk,gcc,trial_30,4,75,1,20.181,971.47
bulk,gcc,trial_30,8,75,1,22.561,720.68
bulk,clang,trial_30,4,75,1,15.5816,230.52
bulk,clang,trial_30,8,75,1,17.3578,267.01
bulk,gcc,trial_30,1,75,1,14.9311,179.48
bulk,clang,trial_30,1,75,1,14.1064,59.98
seq,gcc,trial_30,1,-,1,24.2647,166.01
seq,clang,trial_30,2,-,1,19.2799,72.62
seq,gcc,trial_30,2,-,1,28.1804,287.99
seq,clang,trial_30,4,-,1,21.4753,127.86
seq,gcc,trial_30,4,-,1,26.2353,214.4
seq,clang,trial_30,8,-,1,22.4195,253.8
seq,gcc,trial_30,8,-,1,22.7358,510.27
seq,clang,trial_31,1,-,1,20.3865,22.14
bulk,gcc,trial_31,2,25,1,16.4155,353.99
bulk,gcc,trial_31,4,25,1,20.3499,527.26
bulk,clang,trial_31,4,25,1,13.415,267.93
bulk,clang,trial_31,2,25,1,15.1543,101.69
bulk,gcc,trial_31,1,25,1,14.4777,201.15
bulk,clang,trial_31,1,25,1,14.6027,50.02
bulk,gcc,trial_31,8,25,1,21.2962,658.99
bulk,clang,trial_31,8,25,1,18.5932,335.77
bulk,gcc,trial_31,2,5,1,21.2493,92.84
bulk,clang,trial_31,2,5,1,15.2248,85.92
bulk,clang,trial_31,4,5,1,19.0277,175.74
bulk,clang,trial_31,1,5,1,18.7712,38.88
bulk,clang,trial_31,8,5,1,19.2292,334.01
bulk,gcc,trial_31,4,5,1,22.6217,710.11
bulk,gcc,trial_31,8,5,1,21.295,478.41
bulk,gcc,trial_31,1,5,1,19.6912,108.16
bulk,clang,trial_31,1,50,1,14.3806,28.32
bulk,clang,trial_31,8,50,1,18.7386,454.49
bulk,gcc,trial_31,8,50,1,22.4478,1371.08
bulk,gcc,trial_31,1,50,1,19.0533,167.75
bulk,gcc,trial_31,2,50,1,18.9869,302.76
bulk,clang,trial_31,2,50,1,14.9261,89.63
bulk,clang,trial_31,4,50,1,14.8054,196.09
bulk,gcc,trial_31,4,50,1,19.4288,742.97
bulk,clang,trial_31,2,75,1,15.305,82.36
bulk,gcc,trial_31,2,75,1,18.6643,269.97
bulk,gcc,trial_31,4,75,1,19.9328,758.0
bulk,gcc,trial_31,8,75,1,21.8768,903.49
bulk,clang,trial_31,4,75,1,14.0616,231.08
bulk,clang,trial_31,8,75,1,15.8687,336.93
bulk,gcc,trial_31,1,75,1,18.1248,280.38
bulk,clang,trial_31,1,75,1,12.4326,39.67
seq,gcc,trial_31,1,-,1,25.269,121.45
seq,clang,trial_31,2,-,1,20.6038,59.62
seq,gcc,trial_31,2,-,1,27.6366,326.87
seq,clang,trial_31,4,-,1,17.239,107.21
seq,gcc,trial_31,4,-,1,24.5184,607.87
seq,clang,trial_31,8,-,1,18.3677,313.56
seq,gcc,trial_31,8,-,1,25.151,422.29
seq,clang,trial_32,1,-,1,21.2632,22.14
bulk,gcc,trial_32,2,25,1,16.4943,154.99
bulk,gcc,trial_32,4,25,1,21.3655,460.86
bulk,clang,trial_32,4,25,1,14.2934,206.58
bulk,clang,trial_32,2,25,1,13.6255,85.33
bulk,gcc,trial_32,1,25,1,15.6967,190.52
bulk,clang,trial_32,1,25,1,16.6022,38.59
bulk,gcc,trial_32,8,25,1,22.2986,808.3
bulk,clang,trial_32,8,25,1,17.6402,478.62
bulk,gcc,trial_32,2,5,1,23.2239,252.13
bulk,clang,trial_32,2,5,1,16.7172,66.8
bulk,clang,trial_32,4,5,1,17.4525,129.76
bulk,clang,trial_32,1,5,1,15.6465,52.44
bulk,clang,trial_32,8,5,1,17.8249,252.54
bulk,gcc,trial_32,4,5,1,24.446,420.71
bulk,gcc,trial_32,8,5,1,25.1406,389.51
bulk,gcc,trial_32,1,5,1,21.5997,110.14
bulk,clang,trial_32,1,50,1,15.2886,72.62
bulk,clang,trial_32,8,50,1,18.1333,517.12
bulk,gcc,trial_32,8,50,1,22.6183,586.09
bulk,gcc,trial_32,1,50,1,18.061,177.83
bulk,gcc,trial_32,2,50,1,19.7036,278.46
bulk,clang,trial_32,2,50,1,15.8244,84.59
bulk,clang,trial_32,4,50,1,14.3967,111.06
bulk,gcc,trial_32,4,50,1,21.8241,250.27
bulk,clang,trial_32,2,75,1,12.4739,67.1
bulk,gcc,trial_32,2,75,1,18.5775,324.09
bulk,gcc,trial_32,4,75,1,18.8579,699.84
bulk,gcc,trial_32,8,75,1,22.554,1284.68
bulk,clang,trial_32,4,75,1,15.9996,147.25
bulk,clang,trial_32,8,75,1,17.9071,363.31
bulk,gcc,trial_32,1,75,1,16.6901,185.32
bulk,clang,trial_32,1,75,1,13.0853,63.49
seq,gcc,trial_32,1,-,1,24.7061,177.21
seq,clang,trial_32,2,-,1,20.2202,69.8
seq,gcc,trial_32,2,-,1,27.379,279.8
seq,clang,trial_32,4,-,1,21.406,185.34
seq,gcc,trial_32,4,-,1,25.5734,499.79
seq,clang,trial_32,8,-,1,21.4497,142.41
seq,gcc,trial_32,8,-,1,23.336,1180.02
seq,clang,trial_33,1,-,1,19.9442,22.14
bulk,gcc,trial_33,2,25,1,18.0045,268.71
bulk,gcc,trial_33,4,25,1,18.3517,1091.27
bulk,clang,trial_33,4,25,1,16.4918,228.39
bulk,clang,trial_33,2,25,1,13.9816,99.89
bulk,gcc,trial_33,1,25,1,17.4438,199.81
bulk,clang,trial_33,1,25,1,12.3981,59.25
bulk,gcc,trial_33,8,25,1,22.1212,1019.31
bulk,clang,trial_33,8,25,1,16.7941,381.45
bulk,gcc,trial_33,2,5,1,21.9369,218.46
bulk,clang,trial_33,2,5,1,17.5382,60.69
bulk,clang,trial_33,4,5,1,18.198,173.59
bulk,clang,trial_33,1,5,1,14.4579,44.4
bulk,clang,trial_33,8,5,1,18.299,275.05
bulk,gcc,trial_33,4,5,1,24.8607,526.44
bulk,gcc,trial_33,8,5,1,27.621,759.42
bulk,gcc,trial_33,1,5,1,18.4608,141.85
bulk,clang,trial_33,1,50,1,9.1842,89.51
bulk,clang,trial_33,8,50,1,17.9226,416.34
bulk,gcc,trial_33,8,50,1,22.2073,489.97
bulk,gcc,trial_33,1,50,1,15.7809,125.25
bulk,gcc,trial_33,2,50,1,17.3936,297.0
bulk,clang,trial_33,2,50,1,12.7278,125.69
bulk,clang,trial_33,4,50,1,14.52,205.63
bulk,gcc,trial_33,4,50,1,19.2151,250.27
bulk,clang,trial_33,2,75,1,14.8237,92.22
bulk,gcc,trial_33,2,75,1,17.953,248.04
bulk,gcc,trial_33,4,75,1,19.0328,607.56
bulk,gcc,trial_33,8,75,1,20.7342,806.68
bulk,clang,trial_33,4,75,1,16.0349,96.7
bulk,clang,trial_33,8,75,1,16.8437,303.83
bulk,gcc,trial_33,1,75,1,14.8751,81.38
bulk,clang,trial_33,1,75,1,12.4936,55.33
seq,gcc,trial_33,1,-,1,24.0782,67.66
seq,clang,trial_33,2,-,1,21.0017,75.64
seq,gcc,trial_33,2,-,1,25.5212,96.08
seq,clang,trial_33,4,-,1,18.0052,247.23
seq,gcc,trial_33,4,-,1,29.0098,528.57
seq,clang,trial_33,8,-,1,19.7276,400.98
seq,gcc,trial_33,8,-,1,25.8195,1175.2
seq,clang,trial_34,1,-,1,18.6894,51.18
bulk,gcc,trial_34,2,25,1,17.717,317.35
bulk,gcc,trial_34,4,25,1,19.0526,733.6
bulk,clang,trial_34,4,25,1,14.6687,123.5
bulk,clang,trial_34,2,25,1,14.5936,94.87
bulk,gcc,trial_34,1,25,1,12.9138,166.46
bulk,clang,trial_34,1,25,1,13.1741,56.71
bulk,gcc,trial_34,8,25,1,25.2792,552.2
bulk,clang,trial_34,8,25,1,17.7899,212.94
bulk,gcc,trial_34,2,5,1,19.1173,137.9
bulk,clang,trial_34,2,5,1,16.9599,72.59
bulk,clang,trial_34,4,5,1,17.7272,166.66
bulk,clang,trial_34,1,5,1,17.9753,42.07
bulk,clang,trial_34,8,5,1,19.8071,243.63
bulk,gcc,trial_34,4,5,1,23.4315,494.14
bulk,gcc,trial_34,8,5,1,22.7007,335.29
bulk,gcc,trial_34,1,5,1,19.0328,231.2
bulk,clang,trial_34,1,50,1,12.7359,45.65
bulk,clang,trial_34,8,50,1,17.6486,465.94
bulk,gcc,trial_34,8,50,1,22.3238,699.82
bulk,gcc,trial_34,1,50,1,14.0681,142.21
bulk,gcc,trial_34,2,50,1,16.3548,285.85
bulk,clang,trial_34,2,50,1,16.0764,114.25
bulk,clang,trial_34,4,50,1,14.8377,122.87
bulk,gcc,trial_34,4,50,1,17.7108,604.38
bulk,clang,trial_34,2,75,1,14.9404,101.33
bulk,gcc,trial_34,2,75,1,18.5203,123.7
bulk,gcc,trial_34,4,75,1,16.6703,733.13
bulk,gcc,trial_34,8,75,1,19.8895,1477.38
bulk,clang,trial_34,4,75,1,13.8793,107.63
bulk,clang,trial_34,8,75,1,16.341,387.81
bulk,gcc,trial_34,1,75,1,16.7306,127.45
bulk,clang,trial_34,1,75,1,13.632,37.78
seq,gcc,trial_34,1,-,1,23.2176,77.76
seq,clang,trial_34,2,-,1,19.0123,64.39
seq,gcc,trial_34,2,-,1,25.8895,481.84
seq,clang,trial_34,4,-,1,17.1687,131.01
seq,gcc,trial_34,4,-,1,26.9516,431.73
seq,clang,trial_34,8,-,1,22.9669,188.81
seq,gcc,trial_34,8,-,1,27.0615,384.73
seq,clang,trial_35,1,-,1,21.2407,46.41
bulk,gcc,trial_35,2,25,1,18.2126,162.78
bulk,gcc,trial_35,4,25,1,17.0589,258.82
bulk,clang,trial_35,4,25,1,15.8343,157.27
bulk,clang,trial_35,2,25,1,14.7439,75.34
bulk,gcc,trial_35,1,25,1,16.8817,217.03
bulk,clang,trial_35,1,25,1,10.2116,58.46
bulk,gcc,trial_35,8,25,1,25.062,493.49
bulk,clang,trial_35,8,25,1,18.931,349.66
bulk,gcc,trial_35,2,5,1,23.1262,151.78
bulk,clang,trial_35,2,5,1,16.1676,69.88
bulk,clang,trial_35,4,5,1,16.4421,111.45
bulk,clang,trial_35,1,5,1,14.933,55.59
bulk,clang,trial_35,8,5,1,18.4355,204.53
bulk,gcc,trial_35,4,5,1,21.0398,493.1
bulk,gcc,trial_35,8,5,1,19.4233,859.19
bulk,gcc,trial_35,1,5,1,21.3671,181.01
bulk,clang,trial_35,1,50,1,12.1646,42.27
bulk,clang,trial_35,8,50,1,17.705,376.42
bulk,gcc,trial_35,8,50,1,24.1623,800.01
bulk,gcc,trial_35,1,50,1,15.2046,94.86
bulk,gcc,trial_35,2,50,1,17.6352,247.9
bulk,clang,trial_35,2,50,1,15.6526,98.31
bulk,clang,trial_35,4,50,1,16.4687,219.41
bulk,gcc,trial_35,4,50,1,18.8207,250.27
bulk,clang,trial_35,2,75,1,13.5881,84.26
bulk,gcc,trial_35,2,75,1,17.1949,338.0
bulk,gcc,trial_35,4,75,1,21.1669,752.82
bulk,gcc,trial_35,8,75,1,22.155,618.66
bulk,clang,trial_35,4,75,1,15.5428,121.43
bulk,clang,trial_35,8,75,1,17.6547,291.84
bulk,gcc,trial_35,1,75,1,17.3944,81.38
bulk,clang,trial_35,1,75,1,13.997,63.63
seq,gcc,trial_35,1,-,1,24.1732,151.1
seq,clang,trial_35,2,-,1,20.2318,80.34
seq,gcc,trial_35,2,-,1,28.4439,182.91
seq,clang,trial_35,4,-,1,21.7597,108.49
seq,gcc,trial_35,4,-,1,26.4724,518.56
seq,clang,trial_35,8,-,1,19.2151,314.96
seq,gcc,trial_35,8,-,1,23.9673,895.21
seq,clang,trial_36,1,-,1,18.0815,22.14
bulk,gcc,trial_36,2,25,1,16.4505,234.31
bulk,gcc,trial_36,4,25,1,20.556,597.84
bulk,clang,trial_36,4,25,1,14.2488,217.94
bulk,clang,trial_36,2,25,1,13.4436,89.22
bulk,gcc,trial_36,1,25,1,17.4103,160.39
bulk,clang,trial_36,1,25,1,10.656,64.9
bulk,gcc,trial_36,8,25,1,21.5931,659.93
bulk,clang,trial_36,8,25,1,19.2871,297.58
bulk,gcc,trial_36,2,5,1,22.8028,196.97
bulk,clang,trial_36,2,5,1,20.2216,55.02
bulk,clang,trial_36,4,5,1,17.1705,150.77
bulk,clang,trial_36,1,5,1,18.1232,39.27
bulk,clang,trial_36,8,5,1,18.3839,406.18
bulk,gcc,trial_36,4,5,1,21.9948,459.87
bulk,gcc,trial_36,8,5,1,23.5411,818.83
bulk,gcc,trial_36,1,5,1,17.8258,111.4
bulk,clang,trial_36,1,50,1,12.8016,58.46
bulk,clang,trial_36,8,50,1,18.6182,410.85
bulk,gcc,trial_36,8,50,1,22.7814,758.98
bulk,gcc,trial_36,1,50,1,17.4748,128.07
bulk,gcc,trial_36,2,50,1,17.7916,119.52
bulk,clang,trial_36,2,50,1,12.7918,110.85
bulk,clang,trial_36,4,50,1,15.2954,84.93
bulk,gcc,trial_36,4,50,1,20.117,443.45
bulk,clang,trial_36,2,75,1,13.0274,93.74
bulk,gcc,trial_36,2,75,1,17.8167,247.84
bulk,gcc,trial_36,4,75,1,21.6279,386.69
bulk,gcc,trial_36,8,75,1,23.7613,679.35
bulk,clang,trial_36,4,75,1,15.1014,270.89
bulk,clang,trial_36,8,75,1,17.9262,324.98
bulk,gcc,trial_36,1,75,1,15.7093,175.69
bulk,clang,trial_36,1,75,1,10.8178,60.99
seq,gcc,trial_36,1,-,1,24.2344,74.36
seq,clang,trial_36,2,-,1,18.421,76.76
seq,gcc,trial_36,2,-,1,22.9858,369.5
seq,clang,trial_36,4,-,1,17.6437,153.4
seq,gcc,trial_36,4,-,1,20.6955,401.94
seq,clang,trial_36,8,-,1,20.2405,327.87
seq,gcc,trial_36,8,-,1,25.8057,529.28
seq,clang,trial_37,1,-,1,23.7409,55.25
bulk,gcc,trial_37,2,25,1,17.0821,268.84
bulk,gcc,trial_37,4,25,1,15.3902,373.77
bulk,clang,trial_37,4,25,1,16.4123,140.18
bulk,clang,trial_37,2,25,1,14.124,77.29
bulk,gcc,trial_37,1,25,1,17.0742,172.36
bulk,clang,trial_37,1,25,1,12.9934,67.76
bulk,gcc,trial_37,8,25,1,24.4829,1151.33
bulk,clang,trial_37,8,25,1,15.7681,376.24
bulk,gcc,trial_37,2,5,1,22.0441,92.84
bulk,clang,trial_37,2,5,1,15.1269,69.73
bulk,clang,trial_37,4,5,1,16.48,131.55
bulk,clang,trial_37,1,5,1,15.1056,44.94
bulk,clang,trial_37,8,5,1,19.49,272.17
bulk,gcc,trial_37,4,5,1,23.3726,303.33
bulk,gcc,trial_37,8,5,1,20.5732,644.75
bulk,gcc,trial_37,1,5,1,21.575,233.99
bulk,clang,trial_37,1,50,1,9.3754,46.88
bulk,clang,trial_37,8,50,1,16.6279,383.65
bulk,gcc,trial_37,8,50,1,19.9191,808.39
bulk,gcc,trial_37,1,50,1,17.0369,119.02
bulk,gcc,trial_37,2,50,1,17.7479,447.51
bulk,clang,trial_37,2,50,1,15.21,68.57
bulk,clang,trial_37,4,50,1,17.0388,133.71
bulk,gcc,trial_37,4,50,1,20.6476,389.64
bulk,clang,trial_37,2,75,1,13.7364,75.81
bulk,gcc,trial_37,2,75,1,18.7926,139.66
bulk,gcc,trial_37,4,75,1,17.7352,387.18
bulk,gcc,trial_37,8,75,1,21.4957,390.56
bulk,clang,trial_37,4,75,1,15.7659,131.35
bulk,clang,trial_37,8,75,1,18.2908,490.26
bulk,gcc,trial_37,1,75,1,16.2262,193.18
bulk,clang,trial_37,1,75,1,12.145,44.82
seq,gcc,trial_37,1,-,1,20.342,124.11
seq,clang,trial_37,2,-,1,18.9834,50.05
seq,gcc,trial_37,2,-,1,25.7821,311.23
seq,clang,trial_37,4,-,1,19.8204,202.71
seq,gcc,trial_37,4,-,1,25.0575,210.31
seq,clang,trial_37,8,-,1,21.0245,248.9
seq,gcc,trial_37,8,-,1,22.8512,956.93
seq,clang,trial_38,1,-,1,19.9829,34.07
bulk,gcc,trial_38,2,25,1,18.1287,210.15
bulk,gcc,trial_38,4,25,1,20.9808,883.79
bulk,clang,trial_38,4,25,1,14.3617,103.54
bulk,clang,trial_38,2,25,1,15.3856,121.05
bulk,gcc,trial_38,1,25,1,15.0318,121.44
bulk,clang,trial_38,1,25,1,11.4707,53.08
bulk,gcc,trial_38,8,25,1,21.7204,698.21
bulk,clang,trial_38,8,25,1,18.7276,279.73
bulk,gcc,trial_38,2,5,1,20.5539,92.84
bulk,clang,trial_38,2,5,1,18.7316,86.13
bulk,clang,trial_38,4,5,1,18.5385,100.23
bulk,clang,trial_38,1,5,1,18.4565,46.64
bulk,clang,trial_38,8,5,1,20.0572,341.39
bulk,gcc,trial_38,4,5,1,22.1398,379.51
bulk,gcc,trial_38,8,5,1,20.6985,447.08
bulk,gcc,trial_38,1,5,1,19.7208,86.92
bulk,clang,trial_38,1,50,1,13.0125,78.26
bulk,clang,trial_38,8,50,1,17.0398,274.54
bulk,gcc,trial_38,8,50,1,20.0383,848.21
bulk,gcc,trial_38,1,50,1,18.1007,162.21
bulk,gcc,trial_38,2,50,1,17.9649,119.52
bulk,clang,trial_38,2,50,1,14.5447,106.8
bulk,clang,trial_38,4,50,1,14.9802,163.69
bulk,gcc,trial_38,4,50,1,18.9863,669.72
bulk,clang,trial_38,2,75,1,15.7815,94.21
bulk,gcc,trial_38,2,75,1,18.6981,251.64
bulk,gcc,trial_38,4,75,1,18.8617,352.97
bulk,gcc,trial_38,8,75,1,20.7428,816.47
bulk,clang,trial_38,4,75,1,15.2585,251.13
bulk,clang,trial_38,8,75,1,18.3442,502.51
bulk,gcc,trial_38,1,75,1,16.8695,146.49
bulk,clang,trial_38,1,75,1,12.9397,34.02
seq,gcc,trial_38,1,-,1,27.5787,107.31
seq,clang,trial_38,2,-,1,19.248,84.46
seq,gcc,trial_38,2,-,1,23.3331,126.59
seq,clang,trial_38,4,-,1,19.1586,111.13
seq,gcc,trial_38,4,-,1,25.8116,472.22
seq,clang,trial_38,8,-,1,21.8699,273.76
seq,gcc,trial_38,8,-,1,26.8985,531.54
seq,clang,trial_39,1,-,1,20.8636,61.24
bulk,gcc,trial_39,2,25,1,15.9498,205.2
bulk,gcc,trial_39,4,25,1,20.3276,258.82
bulk,clang,trial_39,4,25,1,11.7438,190.37
bulk,clang,trial_39,2,25,1,13.3365,101.47
bulk,gcc,trial_39,1,25,1,15.9493,167.22
bulk,clang,trial_39,1,25,1,12.5863,55.23
bulk,gcc,trial_39,8,25,1,19.9433,602.16
bulk,clang,trial_39,8,25,1,18.6945,326.98
bulk,gcc,trial_39,2,5,1,22.5256,184.05
